team,scorer,assist1,assist2
T.B,S.STAMKOS,O.PALAT,R.CALLAHAN
MTL,A.EMELIN,D.BRIERE,B.GIONTA
BOS,P.BERGERON,D.HAMILTON,L.ERIKSSON
S.J,J.SHEPPARD,M.NIETO,D.BOYLE
CGY,J.COLBORNE,T.WOTHERSPOON,C.GLENCROSS
L.A,J.CARTER,A.MARTINEZ,T.TOFFOLI
L.A,J.WILLIAMS,R.REGEHR,A.KOPITAR
PHI,M.READ,B.COBURN,S.COUTURIER
PHI,J.VORACEK,S.HARTNELL,
L.A,D.KING,S.VOYNOV,
PHX,O.EKMAN-LARSSON,K.YANDLE,M.SMITH
PHX,J.HALPERN,K.CHIPCHURA,M.STONE
NYR,B.RICHARDS,C.HAGELIN,B.POULIOT
NYR,D.BRASSARD,R.MCDONAGH,M.ZUCCARELLO
PHX,K.CHIPCHURA,Z.MICHALEK,
NYR,D.GIRARDI,R.MCDONAGH,B.POULIOT
NYR,R.MCDONAGH,D.GIRARDI,C.HAGELIN
DET,G.NYQUIST,N.KRONWALL,D.ALFREDSSON
DET,G.NYQUIST,T.TATAR,
MIN,J.POMINVILLE,R.SUTER,M.KOIVU
MIN,C.COYLE,M.MOULSON,M.KOIVU
MIN,Z.PARISE,M.GRANLUND,J.SPURGEON
DET,T.TATAR,B.SMITH,
MIN,M.MOULSON,J.BRODIN,C.COYLE
N.J,D.BRUNNER,A.HENRIQUE,M.ZIDLICKY
N.J,P.ELIAS,J.MERRILL,
N.J,J.MERRILL,R.CLOWE,P.HARROLD
TOR,T.BOZAK,M.RIELLY,J.GARDINER
TOR,P.KESSEL,D.PHANEUF,
NSH,M.FISHER,R.ELLIS,M.EKHOLM
NSH,G.BOURQUE,C.JARNKROK,
ANA,P.MAROON,R.GETZLAF,C.PERRY
ANA,T.SELANNE,C.PERRY,R.GETZLAF
ANA,J.SILFVERBERG,,
FLA,J.HAYES,K.BARCH,D.KULIKOV
FLA,T.FLEISCHMANN,V.TROCHECK,
ANA,K.PALMIERI,M.PERREAULT,P.MAROON
ANA,C.PERRY,S.VATANEN,B.ALLEN
ANA,R.GETZLAF,T.SELANNE,S.ROBIDAS
BUF,T.ENNIS,M.FOLIGNO,C.EHRHOFF
BUF,J.MCBAIN,B.FLYNN,M.DAGOSTINI
VAN,B.RICHARDSON,Z.KASSIAN,S.MATTHIAS
VAN,S.MATTHIAS,Z.KASSIAN,B.RICHARDSON
VAN,Y.WEBER,Z.KASSIAN,S.MATTHIAS
VAN,D.BOOTH,Z.KASSIAN,
STL,D.BACKES,A.STEEN,A.PIETRANGELO
NYI,C.CLUTTERBUCK,F.NIELSEN,J.SUNDSTROM
NYI,T.HAMONIC,C.DE HAAN,
EDM,J.PETRY,R.NUGENT-HOPKINS,J.EBERLE
CGY,M.GIORDANO,M.CAMMALLERI,T.BRODIE
CGY,M.CAMMALLERI,M.BACKLUND,
CGY,M.STAJAN,,
CGY,P.BYRON,M.CAMMALLERI,T.BRODIE
CGY,C.GLENCROSS,M.STAJAN,M.GIORDANO
CGY,C.GLENCROSS,M.STAJAN,J.HUDLER
CGY,K.WESTGARTH,T.WOTHERSPOON,L.SMID
CGY,C.GLENCROSS,M.STAJAN,C.BUTLER
WSH,E.FEHR,,
S.J,P.MARLEAU,L.COUTURE,M.NIETO
S.J,J.SHEPPARD,,
WSH,C.BROWN,D.PENNER,T.WILSON
NYR,R.NASH,D.STEPAN,C.KREIDER
NYR,D.STEPAN,H.LUNDQVIST,R.MCDONAGH
MTL,M.PACIORETTY,D.DESHARNAIS,
MTL,R.BOURQUE,B.GIONTA,M.WEAVER
TOR,J.LUPUL,M.RAYMOND,
TOR,T.BOZAK,P.KESSEL,
MTL,B.GIONTA,R.BOURQUE,
TOR,N.KADRI,J.LUPUL,M.RAYMOND
MTL,T.PLEKANEC,A.MARKOV,P.SUBBAN
BOS,P.BERGERON,A.MESZAROS,
PHX,S.DOAN,B.MCMILLAN,M.RIBEIRO
PHX,O.EKMAN-LARSSON,M.BOEDKER,K.YANDLE
BOS,J.IGINLA,Z.CHARA,D.HAMILTON
BOS,S.THORNTON,D.PAILLE,G.CAMPBELL
BOS,J.IGINLA,M.LUCIC,
WPG,J.SLATER,M.STUART,
CAR,E.STAAL,J.TLUSTY,A.SEKERA
CAR,J.STAAL,A.SEKERA,J.LILES
CAR,R.NASH,J.SKINNER,P.DWYER
WPG,B.LITTLE,M.FROLIK,
OTT,E.KARLSSON,C.GREENING,
DAL,C.EAKIN,V.NICHUSHKIN,J.BENN
DAL,T.DALEY,R.WHITNEY,C.SCEVIOUR
DAL,J.BENN,T.SEGUIN,J.BENN
L.A,T.LEWIS,K.CLIFFORD,W.MITCHELL
L.A,M.RICHARDS,T.LEWIS,D.DOUGHTY
L.A,D.BROWN,J.STOLL,D.KING
L.A,A.MARTINEZ,S.VOYNOV,J.CARTER
MIN,M.KOIVU,R.SUTER,M.MOULSON
DET,B.SMITH,D.LEGWAND,J.KINDL
DET,D.LEGWAND,R.SHEAHAN,J.KINDL
MIN,C.COYLE,,
DET,G.NYQUIST,R.SHEAHAN,B.SMITH
PIT,S.CROSBY,E.MALKIN,J.ZATKOFF
T.B,V.FILPPULA,S.STAMKOS,V.HEDMAN
T.B,S.STAMKOS,A.KILLORN,R.GUDAS
PIT,E.MALKIN,M.NISKANEN,S.CROSBY
PIT,E.MALKIN,J.JOKINEN,
T.B,O.PALAT,R.GUDAS,M.CARLE
PIT,J.NEAL,E.MALKIN,S.CROSBY
STL,J.SCHWARTZ,K.SHATTENKIRK,V.SOBOTKA
PHI,S.HARTNELL,J.VORACEK,C.GIROUX
PHI,B.SCHENN,W.SIMMONDS,
PHI,J.VORACEK,C.GIROUX,S.HARTNELL
PHI,W.SIMMONDS,V.LECAVALIER,M.STREIT
NSH,V.BARTLEY,C.SMITH,S.JONES
NSH,S.WEBER,M.FISHER,M.CULLEN
CGY,K.RUSSELL,M.GIORDANO,M.CAMMALLERI
NSH,P.HORNQVIST,M.DEL ZOTTO,M.CULLEN
CGY,M.CAMMALLERI,K.RUSSELL,
CGY,J.HUDLER,M.GIORDANO,C.GLENCROSS
NSH,V.STALBERG,G.BOURQUE,C.JARNKROK
CGY,M.BACKLUND,L.BOUMA,B.MCGRATTAN
NSH,S.WEBER,M.CULLEN,P.HORNQVIST
NSH,M.CULLEN,R.JOSI,P.HORNQVIST
CGY,M.CAMMALLERI,K.RUSSELL,M.BACKLUND
BOS,P.BERGERON,D.HAMILTON,Z.CHARA
BOS,C.SODERBERG,L.ERIKSSON,D.HAMILTON
CHI,P.SHARP,A.SHAW,M.HANDZUS
CHI,K.VERSTEEG,N.LEDDY,B.SEABROOK
CAR,A.SEMIN,E.STAAL,A.SEKERA
CAR,A.SEMIN,E.STAAL,
CHI,J.TOEWS,,
CBJ,N.FOLIGNO,,
NYR,D.STEPAN,R.MCDONAGH,A.STRALMAN
NYR,D.BRASSARD,A.STRALMAN,M.ZUCCARELLO
NYR,C.HAGELIN,M.ZUCCARELLO,M.STAAL
S.J,P.MARLEAU,J.THORNTON,L.COUTURE
ANA,M.PERREAULT,C.PERRY,R.GETZLAF
ANA,T.SELANNE,C.PERRY,R.GETZLAF
S.J,J.THORNTON,B.BURNS,J.PAVELSKI
S.J,B.BURNS,J.THORNTON,M.VLASIC
L.A,A.KOPITAR,M.GABORIK,J.WILLIAMS
WSH,J.WARD,E.KUZNETSOV,N.BACKSTROM
EDM,T.HALL,J.SCHULTZ,D.PERRON
BUF,C.CONACHER,J.MCBAIN,
BUF,C.CONACHER,C.HODGSON,
BUF,D.STAFFORD,T.ENNIS,C.CONACHER
DET,D.ALFREDSSON,J.FRANZEN,D.DEKEYSER
DET,G.NYQUIST,D.ALFREDSSON,N.KRONWALL
PIT,L.STEMPNIAK,C.KUNITZ,R.BORTUZZO
PIT,E.MALKIN,J.NEAL,J.JOKINEN
PIT,E.MALKIN,J.NEAL,J.JOKINEN
DET,T.TATAR,R.SHEAHAN,D.DEKEYSER
DET,T.BERTUZZI,,
PIT,C.ADAMS,B.SUTTER,B.GIBBONS
DET,D.ALFREDSSON,G.NYQUIST,K.QUINCEY
T.B,T.PURCELL,V.HEDMAN,T.JOHNSON
OTT,C.MACARTHUR,K.TURRIS,
T.B,T.PURCELL,V.HEDMAN,T.JOHNSON
OTT,E.KARLSSON,M.HOFFMAN,J.SPEZZA
T.B,V.FILPPULA,O.PALAT,S.SALO
OTT,A.HEMSKY,M.MICHALEK,
T.B,E.BREWER,J.BROWN,A.KILLORN
T.B,R.CALLAHAN,O.PALAT,S.SALO
OTT,M.MICHALEK,E.KARLSSON,J.SPEZZA
MTL,B.GALLAGHER,A.GALCHENYUK,T.PLEKANEC
CBJ,D.MACKENZIE,M.LETESTU,
CBJ,B.DUBINSKY,B.COMEAU,J.JOHNSON
MTL,T.VANEK,M.PACIORETTY,P.SUBBAN
CBJ,R.JOHANSEN,,
PHX,R.VRBATA,M.HANZAL,O.EKMAN-LARSSON
PHX,A.VERMETTE,M.STONE,M.BOEDKER
FLA,S.GOMEZ,D.KULIKOV,
PHI,M.STREIT,C.GIROUX,
PHI,W.SIMMONDS,S.HARTNELL,J.VORACEK
DAL,J.BENN,T.SEGUIN,A.GOLIGOSKI
PHI,W.SIMMONDS,V.LECAVALIER,B.SCHENN
DAL,J.BENN,T.SEGUIN,A.CHIASSON
PHI,M.RAFFL,S.COUTURIER,K.TIMONEN
N.J,M.RYDER,P.ELIAS,A.GREENE
N.J,M.FAYNE,A.HENRIQUE,P.ELIAS
MIN,R.SUTER,J.SPURGEON,J.POMINVILLE
N.J,J.JAGR,R.CLOWE,T.ZAJAC
MIN,M.GRANLUND,J.SPURGEON,
MIN,M.COOKE,M.SCANDELLA,J.BRODIN
N.J,A.GREENE,A.HENRIQUE,P.ELIAS
VAN,N.JENSEN,H.SEDIN,D.HAMHUIS
VAN,A.EDLER,K.BIEKSA,H.SEDIN
COL,R.OREILLY,M.DUCHENE,J.MCGINN
WPG,A.LADD,B.LITTLE,J.TROUBA
WPG,E.TANGRADI,B.WHEELER,O.JOKINEN
COL,G.LANDESKOG,A.BENOIT,N.MACKINNON
WPG,E.KANE,D.SETOGUCHI,P.POSTMA
COL,N.HOLDEN,T.BARRIE,M.TALBOT
WPG,A.LADD,B.WHEELER,T.ENSTROM
COL,C.MCLEOD,M.TALBOT,N.GUENIN
WPG,B.WHEELER,P.POSTMA,T.ENSTROM
CHI,D.KEITH,P.KANE,P.SHARP
CHI,A.SHAW,N.LEDDY,P.SHARP
CHI,M.KRUGER,P.REGIN,N.HJALMARSSON
CHI,B.SMITH,K.VERSTEEG,N.LEDDY
T.B,R.GUDAS,V.FILPPULA,
TOR,P.KESSEL,C.GUNNARSSON,T.BOZAK
TOR,N.KULEMIN,T.GLEASON,M.RIELLY
T.B,S.STAMKOS,V.FILPPULA,
T.B,S.STAMKOS,T.JOHNSON,S.SALO
T.B,S.STAMKOS,R.MALONE,E.BREWER
TOR,J.GARDINER,C.FRANSON,T.BOZAK
T.B,T.JOHNSON,R.MALONE,T.PURCELL
S.J,M.HAVLAT,B.BURNS,M.NIETO
FLA,B.PIRRI,,
FLA,Q.HOWDEN,B.PIRRI,J.HAYES
FLA,S.UPSHALL,J.CRABB,N.BJUGSTAD
S.J,B.BURNS,J.THORNTON,
EDM,S.GAGNER,M.MARINCIN,D.PERRON
EDM,R.NUGENT-HOPKINS,J.EBERLE,P.LARSEN
EDM,T.HALL,S.GAGNER,A.FERENCE
NSH,G.BOURQUE,P.HORNQVIST,S.WEBER
EDM,J.EBERLE,A.LANDER,R.NUGENT-HOPKINS
EDM,J.EBERLE,R.NUGENT-HOPKINS,
CHI,A.SHAW,M.HANDZUS,P.SHARP
CHI,D.KEITH,J.TOEWS,M.HOSSA
PHI,S.HARTNELL,B.COBURN,
PHI,S.HARTNELL,C.GIROUX,M.READ
PHI,C.GIROUX,M.STREIT,
DET,G.NYQUIST,K.QUINCEY,
DET,G.NYQUIST,,
TOR,J.GARDINER,M.RIELLY,
DET,D.ALFREDSSON,D.LEGWAND,N.KRONWALL
TOR,J.VAN RIEMSDYK,D.PHANEUF,J.LUPUL
OTT,M.HOFFMAN,E.CONDRA,M.METHOT
NYR,R.NASH,,
OTT,M.ZIBANEJAD,J.SPEZZA,E.KARLSSON
NYR,D.BRASSARD,C.HAGELIN,K.KLEIN
NYR,B.POULIOT,,
NYR,J.MOORE,,
NYR,R.MCDONAGH,D.BRASSARD,D.GIRARDI
OTT,M.MICHALEK,,
NYR,D.STEPAN,M.ZUCCARELLO,
NYR,D.BRASSARD,M.ZUCCARELLO,M.ST. LOUIS
OTT,B.RYAN,E.GRYBA,C.MACARTHUR
NYR,R.NASH,C.KREIDER,D.MOORE
COL,N.MACKINNON,P.STASTNY,E.JOHNSON
MTL,T.VANEK,D.DESHARNAIS,
COL,M.TALBOT,M.DUCHENE,J.MCGINN
MTL,T.MOEN,B.PRUST,M.WEAVER
MTL,B.PRUST,A.MARKOV,A.EMELIN
COL,J.MCGINN,M.DUCHENE,R.OREILLY
MTL,T.VANEK,M.PACIORETTY,D.DESHARNAIS
MTL,T.VANEK,A.EMELIN,M.PACIORETTY
MTL,D.WEISE,T.PLEKANEC,
WSH,J.WARD,J.CHIMERA,P.WEY
ANA,B.LOVEJOY,A.COGLIANO,H.LINDHOLM
