id,team,scorer,assist1,assist2
956,EDM,S.HORCOFF,R.SMYTH,
957,EDM,J.EBERLE,C.POTTER,R.NUGENT-HOPKINS
958,EDM,R.SMYTH,R.JONES,S.GAGNER
959,EDM,R.JONES,C.POTTER,J.EBERLE
960,EDM,J.EBERLE,,
961,EDM,R.SMYTH,L.SMID,T.GILBERT
962,EDM,L.PETRELL,,
963,EDM,J.EBERLE,C.POTTER,R.WHITNEY
964,EDM,R.JONES,S.GAGNER,E.BELANGER
965,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
966,EDM,J.EBERLE,T.HALL,
967,EDM,R.JONES,,
968,EDM,T.HALL,R.NUGENT-HOPKINS,J.EBERLE
969,EDM,T.HALL,R.SMYTH,R.WHITNEY
970,EDM,S.GAGNER,,
971,EDM,B.EAGER,E.BELANGER,R.JONES
972,EDM,J.EBERLE,S.GAGNER,R.NUGENT-HOPKINS
973,EDM,S.GAGNER,R.NUGENT-HOPKINS,J.EBERLE
974,EDM,E.BELANGER,M.PAAJARVI,A.SUTTON
975,EDM,B.EAGER,L.PETRELL,A.LANDER
976,EDM,R.NUGENT-HOPKINS,S.GAGNER,J.EBERLE
977,EDM,L.PETRELL,D.HORDICHUK,R.OMARRA
978,EDM,S.GAGNER,A.HEMSKY,S.HORCOFF
979,EDM,R.NUGENT-HOPKINS,J.EBERLE,L.SMID
980,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.GILBERT
981,EDM,R.JONES,R.SMYTH,R.WHITNEY
982,EDM,L.SMID,T.GILBERT,R.SMYTH
983,EDM,R.JONES,E.BELANGER,M.PAAJARVI
984,EDM,A.HEMSKY,S.HORCOFF,S.GAGNER
985,EDM,R.JONES,S.HORCOFF,A.HEMSKY
986,EDM,R.NUGENT-HOPKINS,A.SUTTON,J.EBERLE
987,EDM,J.EBERLE,S.HORCOFF,R.NUGENT-HOPKINS
988,EDM,J.EBERLE,R.NUGENT-HOPKINS,
989,EDM,L.SMID,S.GAGNER,R.JONES
990,EDM,R.JONES,E.BELANGER,S.GAGNER
991,EDM,R.SMYTH,J.EBERLE,T.PECKHAM
992,EDM,R.NUGENT-HOPKINS,S.GAGNER,E.BELANGER
993,EDM,T.HALL,T.GILBERT,S.HORCOFF
994,EDM,S.HORCOFF,A.HEMSKY,T.HALL
995,EDM,R.NUGENT-HOPKINS,J.EBERLE,R.SMYTH
996,EDM,S.HORCOFF,R.NUGENT-HOPKINS,T.HALL
997,EDM,A.HEMSKY,R.SMYTH,J.EBERLE
998,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
999,EDM,J.EBERLE,R.SMYTH,L.SMID
1000,EDM,J.PETRY,E.BELANGER,A.HEMSKY
1001,EDM,S.HORCOFF,S.GAGNER,R.JONES
1002,EDM,R.NUGENT-HOPKINS,J.EBERLE,R.SMYTH
1003,EDM,A.HEMSKY,J.PETRY,
1004,EDM,R.JONES,S.HORCOFF,T.GILBERT
1005,EDM,R.SMYTH,J.EBERLE,J.PETRY
1006,EDM,T.HALL,S.HORCOFF,R.NUGENT-HOPKINS
1007,EDM,J.EBERLE,R.NUGENT-HOPKINS,J.PETRY
1008,EDM,T.GILBERT,R.NUGENT-HOPKINS,J.EBERLE
1009,EDM,T.HALL,T.GILBERT,R.NUGENT-HOPKINS
1010,EDM,S.HORCOFF,J.EBERLE,T.GILBERT
1011,EDM,T.HALL,R.NUGENT-HOPKINS,
1012,EDM,A.LANDER,L.PETRELL,
1013,EDM,R.JONES,E.BELANGER,R.SMYTH
1014,EDM,R.SMYTH,J.EBERLE,T.GILBERT
1015,EDM,J.EBERLE,,
1016,EDM,S.HORCOFF,R.NUGENT-HOPKINS,T.HALL
1017,EDM,R.SMYTH,T.PECKHAM,A.HEMSKY
1018,EDM,R.NUGENT-HOPKINS,T.HALL,
1019,EDM,R.SMYTH,E.BELANGER,A.HEMSKY
1020,EDM,R.JONES,,
1021,EDM,T.GILBERT,A.HEMSKY,R.SMYTH
1022,EDM,R.SMYTH,S.HORCOFF,
1023,EDM,R.NUGENT-HOPKINS,J.EBERLE,R.SMYTH
1024,EDM,T.PECKHAM,C.TEUBERT,M.PAAJARVI
1025,EDM,R.SMYTH,R.JONES,T.GILBERT
1026,EDM,L.PETRELL,B.EAGER,A.LANDER
1027,EDM,C.POTTER,S.GAGNER,
1028,EDM,S.HORCOFF,R.NUGENT-HOPKINS,C.POTTER
1029,EDM,R.SMYTH,A.PLANTE,R.JONES
1030,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
1031,EDM,R.SMYTH,T.GILBERT,J.PETRY
1032,EDM,C.BARKER,S.GAGNER,R.SMYTH
1033,EDM,A.SUTTON,L.PETRELL,R.SMYTH
1034,EDM,R.SMYTH,S.HORCOFF,R.JONES
1035,EDM,T.HALL,J.EBERLE,C.POTTER
1036,EDM,J.EBERLE,C.POTTER,R.NUGENT-HOPKINS
1037,EDM,J.EBERLE,T.HALL,C.POTTER
1038,EDM,S.HORCOFF,R.SMYTH,
1039,EDM,T.HALL,J.EBERLE,R.NUGENT-HOPKINS
1040,EDM,R.NUGENT-HOPKINS,T.HALL,J.EBERLE
1041,EDM,C.POTTER,R.NUGENT-HOPKINS,J.EBERLE
1042,EDM,R.JONES,R.SMYTH,
1043,EDM,T.GILBERT,C.POTTER,S.HORCOFF
1044,EDM,T.HALL,R.NUGENT-HOPKINS,S.HORCOFF
1045,EDM,R.SMYTH,S.HORCOFF,
1046,EDM,R.JONES,S.HORCOFF,R.SMYTH
1047,EDM,R.NUGENT-HOPKINS,J.EBERLE,T.HALL
1048,EDM,R.NUGENT-HOPKINS,T.GILBERT,J.EBERLE
1049,EDM,R.NUGENT-HOPKINS,T.HALL,C.POTTER
1050,EDM,R.SMYTH,E.BELANGER,J.EBERLE
1051,EDM,R.NUGENT-HOPKINS,T.HALL,A.HEMSKY
1052,EDM,J.EBERLE,J.SCHULTZ,N.SCHULTZ
1053,EDM,N.YAKUPOV,J.SCHULTZ,S.GAGNER
1054,EDM,J.SCHULTZ,T.HALL,M.FISTRIC
1055,EDM,N.YAKUPOV,M.PAAJARVI,
1056,EDM,J.EBERLE,T.HALL,J.SCHULTZ
1057,EDM,N.YAKUPOV,M.FISTRIC,M.PAAJARVI
1058,EDM,J.SMITHSON,R.JONES,R.SMYTH
1059,EDM,C.POTTER,R.SMYTH,J.EBERLE
1060,EDM,T.HALL,,
1061,EDM,C.POTTER,J.EBERLE,S.GAGNER
1062,EDM,J.EBERLE,R.SMYTH,S.GAGNER
1063,EDM,N.YAKUPOV,T.HALL,
1064,EDM,N.YAKUPOV,T.HALL,L.SMID
1065,EDM,N.YAKUPOV,M.FISTRIC,S.HORCOFF
1066,EDM,T.HALL,J.EBERLE,J.PETRY
1067,EDM,T.HALL,J.PETRY,J.SCHULTZ
1068,EDM,J.SCHULTZ,J.EBERLE,M.PAAJARVI
1069,EDM,R.NUGENT-HOPKINS,J.EBERLE,N.SCHULTZ
1070,EDM,J.EBERLE,M.FISTRIC,M.PAAJARVI
1071,EDM,N.YAKUPOV,T.HALL,J.SCHULTZ
1072,EDM,S.HORCOFF,T.HALL,R.NUGENT-HOPKINS
1073,EDM,M.PAAJARVI,N.YAKUPOV,J.PETRY
1074,EDM,L.PETRELL,R.JONES,S.HORCOFF
1075,EDM,N.YAKUPOV,R.SMYTH,S.HORCOFF
1076,EDM,N.SCHULTZ,N.YAKUPOV,S.GAGNER
1077,EDM,M.PAAJARVI,N.YAKUPOV,S.GAGNER
1078,EDM,S.GAGNER,J.PETRY,L.PETRELL
1079,EDM,R.WHITNEY,T.HALL,R.NUGENT-HOPKINS
1080,EDM,N.YAKUPOV,S.GAGNER,R.WHITNEY
1081,EDM,T.HALL,R.NUGENT-HOPKINS,J.SCHULTZ
1082,EDM,R.NUGENT-HOPKINS,T.HALL,A.HEMSKY
1083,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
1084,EDM,J.EBERLE,T.HALL,
1085,EDM,N.YAKUPOV,R.SMYTH,
1086,EDM,J.SCHULTZ,T.HALL,J.EBERLE
1087,EDM,T.HALL,J.SCHULTZ,
1088,EDM,R.JONES,N.YAKUPOV,J.SCHULTZ
1089,EDM,N.YAKUPOV,R.JONES,R.WHITNEY
1090,EDM,T.HALL,J.EBERLE,J.PETRY
1091,EDM,L.SMID,J.PETRY,L.PETRELL
1092,EDM,T.HALL,R.NUGENT-HOPKINS,N.SCHULTZ
1093,EDM,T.HALL,R.NUGENT-HOPKINS,J.SCHULTZ
1094,EDM,M.PAAJARVI,S.GAGNER,
1095,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
1096,EDM,S.HORCOFF,N.YAKUPOV,R.JONES
1097,EDM,C.POTTER,M.PAAJARVI,S.GAGNER
1098,EDM,A.HEMSKY,R.NUGENT-HOPKINS,
1099,EDM,S.GAGNER,,
1100,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
1101,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1102,EDM,T.HALL,J.EBERLE,
1103,EDM,T.HALL,C.POTTER,R.NUGENT-HOPKINS
1104,EDM,S.HORCOFF,A.HEMSKY,N.SCHULTZ
1105,EDM,S.GAGNER,N.YAKUPOV,R.WHITNEY
1106,EDM,S.HORCOFF,N.SCHULTZ,L.PETRELL
1107,EDM,R.JONES,,
1108,EDM,M.PAAJARVI,J.EBERLE,R.WHITNEY
1109,EDM,L.PETRELL,S.GAGNER,
1110,EDM,J.EBERLE,T.HALL,J.PETRY
1111,EDM,T.HALL,S.HORCOFF,A.HEMSKY
1112,EDM,S.GAGNER,N.YAKUPOV,T.HALL
1113,EDM,S.HORCOFF,A.HEMSKY,T.HALL
1114,EDM,S.GAGNER,M.PAAJARVI,R.WHITNEY
1115,EDM,M.PAAJARVI,N.SCHULTZ,S.GAGNER
1116,EDM,R.NUGENT-HOPKINS,T.HALL,A.HEMSKY
1117,EDM,M.BROWN,N.SCHULTZ,R.SMYTH
1118,EDM,S.GAGNER,M.PAAJARVI,N.YAKUPOV
1119,EDM,R.WHITNEY,T.HALL,A.HEMSKY
1120,EDM,S.GAGNER,R.WHITNEY,J.EBERLE
1121,EDM,S.HORCOFF,R.NUGENT-HOPKINS,J.SCHULTZ
1122,EDM,T.HALL,R.NUGENT-HOPKINS,J.SCHULTZ
1123,EDM,J.PETRY,E.BELANGER,R.JONES
1124,EDM,R.WHITNEY,R.NUGENT-HOPKINS,T.HALL
1125,EDM,M.PAAJARVI,S.GAGNER,J.EBERLE
1126,EDM,M.PAAJARVI,J.EBERLE,J.PETRY
1127,EDM,S.GAGNER,,
1128,EDM,T.HALL,J.EBERLE,J.SCHULTZ
1129,EDM,R.WHITNEY,R.SMYTH,N.YAKUPOV
1130,EDM,S.GAGNER,J.PETRY,A.HEMSKY
1131,EDM,J.SCHULTZ,J.EBERLE,T.HALL
1132,EDM,J.PETRY,A.HEMSKY,L.PETRELL
1133,EDM,A.HEMSKY,J.EBERLE,J.SCHULTZ
1134,EDM,B.EAGER,L.PETRELL,
1135,EDM,J.PETRY,L.PETRELL,
1136,EDM,N.YAKUPOV,S.GAGNER,J.SCHULTZ
1137,EDM,J.EBERLE,N.YAKUPOV,S.GAGNER
1138,EDM,T.HARTIKAINEN,R.SMYTH,J.SCHULTZ
1139,EDM,R.SMYTH,E.BELANGER,B.EAGER
1140,EDM,S.GAGNER,T.HALL,J.SCHULTZ
1141,EDM,A.HEMSKY,S.GAGNER,T.HALL
1142,EDM,R.NUGENT-HOPKINS,T.HALL,M.FISTRIC
1143,EDM,A.HEMSKY,R.SMYTH,
1144,EDM,J.EBERLE,S.GAGNER,N.YAKUPOV
1145,EDM,M.PAAJARVI,R.SMYTH,E.BELANGER
1146,EDM,J.EBERLE,T.HALL,N.SCHULTZ
1147,EDM,T.HALL,J.EBERLE,
1148,EDM,A.HEMSKY,T.HALL,
1149,EDM,M.PAAJARVI,S.GAGNER,L.SMID
1150,EDM,S.GAGNER,R.NUGENT-HOPKINS,
1151,EDM,J.SCHULTZ,J.EBERLE,T.HARTIKAINEN
1152,EDM,A.HEMSKY,N.YAKUPOV,S.GAGNER
1153,EDM,J.SCHULTZ,A.HEMSKY,T.HALL
1154,EDM,A.HEMSKY,N.YAKUPOV,S.GAGNER
1155,EDM,R.SMYTH,A.LANDER,
1156,EDM,N.YAKUPOV,A.HEMSKY,S.GAGNER
1157,EDM,S.GAGNER,M.FISTRIC,N.YAKUPOV
1158,EDM,T.HALL,J.EBERLE,R.NUGENT-HOPKINS
1159,EDM,L.PETRELL,R.SMYTH,S.GAGNER
1160,EDM,N.YAKUPOV,R.WHITNEY,T.HALL
1161,EDM,A.HEMSKY,T.HARTIKAINEN,S.GAGNER
1162,EDM,J.EBERLE,T.HALL,R.WHITNEY
1163,EDM,S.HORCOFF,T.HALL,R.NUGENT-HOPKINS
1164,EDM,N.YAKUPOV,S.GAGNER,
1165,EDM,J.SCHULTZ,J.EBERLE,T.HALL
1166,EDM,J.EBERLE,J.SCHULTZ,S.HORCOFF
1167,EDM,S.GAGNER,T.HALL,R.NUGENT-HOPKINS
1168,EDM,N.YAKUPOV,T.HALL,J.SCHULTZ
1169,EDM,S.GAGNER,R.NUGENT-HOPKINS,J.SCHULTZ
1170,EDM,N.YAKUPOV,S.GAGNER,A.HEMSKY
1171,EDM,J.SCHULTZ,R.NUGENT-HOPKINS,J.EBERLE
1172,EDM,T.HALL,J.EBERLE,L.SMID
1173,EDM,J.EBERLE,T.HALL,
1174,EDM,A.HEMSKY,S.GAGNER,R.WHITNEY
1175,EDM,S.GAGNER,D.PERRON,T.HALL
1176,EDM,J.EBERLE,R.NUGENT-HOPKINS,M.MARINCIN
1177,EDM,O.KLEFBOM,D.PERRON,J.SCHULTZ
1178,EDM,A.FERENCE,D.PERRON,
1179,EDM,D.PERRON,T.HALL,J.PETRY
1180,EDM,T.HALL,A.FERENCE,J.EBERLE
1181,EDM,J.PETRY,R.NUGENT-HOPKINS,J.EBERLE
1182,EDM,T.HALL,J.SCHULTZ,D.PERRON
1183,EDM,S.GAGNER,M.MARINCIN,D.PERRON
1184,EDM,R.NUGENT-HOPKINS,J.EBERLE,P.LARSEN
1185,EDM,T.HALL,S.GAGNER,A.FERENCE
1186,EDM,J.EBERLE,A.LANDER,R.NUGENT-HOPKINS
1187,EDM,J.EBERLE,R.NUGENT-HOPKINS,
1188,EDM,M.HENDRICKS,B.GORDON,J.SCHULTZ
1189,EDM,J.SCHULTZ,D.PERRON,T.HALL
1190,EDM,R.SMYTH,,
1191,EDM,D.PERRON,T.HALL,A.FERENCE
1192,EDM,M.FRASER,B.GORDON,J.JOENSUU
1193,EDM,J.PETRY,J.EBERLE,R.NUGENT-HOPKINS
1194,EDM,D.PERRON,A.FERENCE,S.GAGNER
1195,EDM,J.EBERLE,A.FERENCE,O.KLEFBOM
1196,EDM,T.HALL,D.PERRON,S.GAGNER
1197,EDM,S.GAGNER,T.HALL,J.SCHULTZ
1198,EDM,R.SMYTH,J.EBERLE,S.GAGNER
1199,EDM,P.LARSEN,R.SMYTH,D.PERRON
1200,EDM,T.HALL,S.GAGNER,
1201,EDM,A.HEMSKY,N.YAKUPOV,A.FERENCE
1202,EDM,A.HEMSKY,S.GAGNER,T.HALL
1203,EDM,J.EBERLE,B.GORDON,T.HALL
1204,EDM,D.PERRON,J.EBERLE,S.GAGNER
1205,EDM,T.HALL,N.YAKUPOV,R.NUGENT-HOPKINS
1206,EDM,R.SMYTH,D.PERRON,
1207,EDM,N.YAKUPOV,S.GAGNER,T.HALL
1208,EDM,J.PETRY,N.YAKUPOV,D.PERRON
1209,EDM,J.SCHULTZ,D.PERRON,A.FERENCE
1210,EDM,M.HENDRICKS,B.GORDON,M.MARINCIN
1211,EDM,J.SCHULTZ,N.SCHULTZ,T.HALL
1212,EDM,T.HALL,J.EBERLE,R.NUGENT-HOPKINS
1213,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1214,EDM,D.PERRON,S.GAGNER,N.YAKUPOV
1215,EDM,D.PERRON,N.YAKUPOV,
1216,EDM,J.JOENSUU,R.SMYTH,T.HALL
1217,EDM,D.PERRON,,
1218,EDM,J.SCHULTZ,J.JOENSUU,R.SMYTH
1219,EDM,J.EBERLE,T.HALL,R.NUGENT-HOPKINS
1220,EDM,R.SMYTH,C.POTTER,T.HALL
1221,EDM,N.YAKUPOV,S.GAGNER,
1222,EDM,R.NUGENT-HOPKINS,J.EBERLE,J.SCHULTZ
1223,EDM,M.HENDRICKS,R.JONES,B.GORDON
1224,EDM,D.PERRON,C.POTTER,M.MARINCIN
1225,EDM,R.NUGENT-HOPKINS,J.EBERLE,T.HALL
1226,EDM,J.EBERLE,T.HALL,S.GAGNER
1227,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1228,EDM,D.PERRON,J.PETRY,S.GAGNER
1229,EDM,J.EBERLE,,
1230,EDM,J.SCHULTZ,T.HALL,A.FERENCE
1231,EDM,S.GAGNER,T.HALL,R.NUGENT-HOPKINS
1232,EDM,A.HEMSKY,J.PETRY,
1233,EDM,B.GORDON,,
1234,EDM,T.HALL,J.SCHULTZ,A.HEMSKY
1235,EDM,R.NUGENT-HOPKINS,J.EBERLE,J.SCHULTZ
1236,EDM,T.HALL,R.NUGENT-HOPKINS,S.GAGNER
1237,EDM,A.BELOV,A.HEMSKY,M.ARCOBELLO
1238,EDM,R.NUGENT-HOPKINS,J.EBERLE,J.SCHULTZ
1239,EDM,N.YAKUPOV,D.PERRON,S.GAGNER
1240,EDM,M.ARCOBELLO,L.GAZDIC,A.FERENCE
1241,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1242,EDM,J.EBERLE,S.GAGNER,R.SMYTH
1243,EDM,L.GAZDIC,J.SCHULTZ,R.JONES
1244,EDM,B.GORDON,A.HEMSKY,R.SMYTH
1245,EDM,T.HALL,A.FERENCE,S.GAGNER
1246,EDM,B.GORDON,R.SMYTH,J.PETRY
1247,EDM,N.YAKUPOV,D.PERRON,T.HALL
1248,EDM,N.YAKUPOV,S.GAGNER,J.EBERLE
1249,EDM,R.NUGENT-HOPKINS,T.HALL,D.PERRON
1250,EDM,D.PERRON,T.HALL,
1251,EDM,J.SCHULTZ,T.HALL,
1252,EDM,T.HALL,,
1253,EDM,R.NUGENT-HOPKINS,T.HALL,A.FERENCE
1254,EDM,D.PERRON,J.EBERLE,J.SCHULTZ
1255,EDM,R.SMYTH,A.HEMSKY,B.GORDON
1256,EDM,R.SMYTH,B.GORDON,
1257,EDM,J.EBERLE,A.HEMSKY,A.FERENCE
1258,EDM,S.GAGNER,J.EBERLE,J.SCHULTZ
1259,EDM,D.PERRON,T.HALL,R.NUGENT-HOPKINS
1260,EDM,J.PETRY,N.YAKUPOV,D.PERRON
1261,EDM,T.HALL,R.NUGENT-HOPKINS,
1262,EDM,N.YAKUPOV,T.HALL,
1263,EDM,T.HALL,J.PETRY,R.NUGENT-HOPKINS
1264,EDM,R.NUGENT-HOPKINS,T.HALL,
1265,EDM,R.NUGENT-HOPKINS,T.HALL,J.EBERLE
1266,EDM,S.GAGNER,N.YAKUPOV,A.FERENCE
1267,EDM,D.PERRON,J.SCHULTZ,N.SCHULTZ
1268,EDM,D.PERRON,J.EBERLE,J.PETRY
1269,EDM,T.HALL,S.GAGNER,N.YAKUPOV
1270,EDM,N.YAKUPOV,T.HALL,A.FERENCE
1271,EDM,R.NUGENT-HOPKINS,J.EBERLE,A.FERENCE
1272,EDM,J.JOENSUU,M.ARCOBELLO,A.BELOV
1273,EDM,J.EBERLE,R.NUGENT-HOPKINS,S.GAGNER
1274,EDM,T.HALL,D.PERRON,A.HEMSKY
1275,EDM,T.HALL,P.LARSEN,
1276,EDM,T.HALL,J.SCHULTZ,J.EBERLE
1277,EDM,A.HEMSKY,R.SMYTH,M.ARCOBELLO
1278,EDM,D.PERRON,,
1279,EDM,M.ARCOBELLO,A.HEMSKY,R.SMYTH
1280,EDM,J.EBERLE,R.SMYTH,D.PERRON
1281,EDM,S.GAGNER,T.HALL,
1282,EDM,T.HALL,R.NUGENT-HOPKINS,C.POTTER
1283,EDM,D.PERRON,M.ARCOBELLO,
1284,EDM,D.PERRON,A.HEMSKY,T.HALL
1285,EDM,A.HEMSKY,R.JONES,S.GAGNER
1286,EDM,A.FERENCE,D.PERRON,
1287,EDM,S.GAGNER,A.HEMSKY,D.GREBESHKOV
1288,EDM,D.PERRON,J.EBERLE,R.NUGENT-HOPKINS
1289,EDM,R.NUGENT-HOPKINS,J.PETRY,J.EBERLE
1290,EDM,T.HALL,S.GAGNER,
1291,EDM,J.EBERLE,T.HALL,N.SCHULTZ
1292,EDM,J.SCHULTZ,R.NUGENT-HOPKINS,T.HALL
1293,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1294,EDM,S.GAGNER,N.YAKUPOV,C.POTTER
1295,EDM,D.PERRON,J.SCHULTZ,R.NUGENT-HOPKINS
1296,EDM,J.EBERLE,R.NUGENT-HOPKINS,T.HALL
1297,EDM,J.EBERLE,C.POTTER,R.NUGENT-HOPKINS
1298,EDM,D.PERRON,N.YAKUPOV,R.NUGENT-HOPKINS
1299,EDM,R.SMYTH,S.GAGNER,A.HEMSKY
1300,EDM,D.PERRON,R.SMYTH,B.GORDON
1301,EDM,N.YAKUPOV,D.PERRON,
1302,EDM,J.SCHULTZ,D.PERRON,R.SMYTH
1303,EDM,T.HALL,J.EBERLE,
1304,EDM,J.EBERLE,T.HALL,A.BELOV
1305,EDM,A.HEMSKY,S.GAGNER,N.YAKUPOV
1306,EDM,D.PERRON,B.GORDON,R.SMYTH
1307,EDM,B.GORDON,,
1308,EDM,N.YAKUPOV,S.GAGNER,A.HEMSKY
1309,EDM,R.NUGENT-HOPKINS,D.PERRON,P.LARSEN
1310,EDM,N.YAKUPOV,P.LARSEN,J.EBERLE
1311,EDM,D.PERRON,T.HALL,P.LARSEN
1312,EDM,J.EBERLE,N.SCHULTZ,T.HALL
1313,EDM,D.PERRON,A.HEMSKY,
1314,EDM,T.HALL,S.GAGNER,P.LARSEN
1315,EDM,T.FEDUN,J.EBERLE,A.HEMSKY
1316,EDM,T.HALL,J.EBERLE,
1317,EDM,P.LARSEN,R.NUGENT-HOPKINS,B.GORDON
1318,EDM,M.ARCOBELLO,B.GORDON,R.JONES
1319,EDM,T.FEDUN,R.NUGENT-HOPKINS,J.EBERLE
1320,EDM,M.ARCOBELLO,A.HEMSKY,B.GORDON
1321,EDM,N.YAKUPOV,A.BELOV,J.PETRY
1322,EDM,T.PITLICK,,
1323,EDM,W.ACTON,B.EAGER,L.GAZDIC
1324,EDM,D.PERRON,R.NUGENT-HOPKINS,J.SCHULTZ
1325,EDM,R.JONES,R.NUGENT-HOPKINS,N.YAKUPOV
1326,EDM,J.SCHULTZ,D.PERRON,A.BELOV
1327,EDM,A.HEMSKY,M.ARCOBELLO,
1328,EDM,L.SMID,R.NUGENT-HOPKINS,J.EBERLE
1329,EDM,J.PETRY,R.NUGENT-HOPKINS,J.EBERLE
1330,EDM,R.JONES,D.PERRON,M.ARCOBELLO
1331,EDM,J.EBERLE,R.NUGENT-HOPKINS,
1332,EDM,R.NUGENT-HOPKINS,N.YAKUPOV,J.EBERLE
1333,EDM,R.NUGENT-HOPKINS,,
1334,EDM,T.HALL,J.SCHULTZ,M.ARCOBELLO
1335,EDM,T.HALL,M.ARCOBELLO,J.EBERLE
1336,EDM,A.HEMSKY,D.PERRON,J.PETRY
1337,EDM,J.EBERLE,T.HALL,M.ARCOBELLO
1338,EDM,B.GORDON,J.SCHULTZ,
1339,EDM,W.ACTON,J.PETRY,D.PERRON
1340,EDM,R.SMYTH,M.ARCOBELLO,
1341,EDM,R.NUGENT-HOPKINS,J.SCHULTZ,A.BELOV
1342,EDM,B.GORDON,D.PERRON,T.HALL
1343,EDM,J.EBERLE,M.ARCOBELLO,T.HALL
1344,EDM,R.SMYTH,J.EBERLE,M.ARCOBELLO
1345,EDM,R.SMYTH,T.HALL,R.NUGENT-HOPKINS
1346,EDM,R.NUGENT-HOPKINS,D.PERRON,B.GORDON
1347,EDM,A.FERENCE,J.SCHULTZ,J.EBERLE
1348,EDM,D.PERRON,M.ARCOBELLO,
1349,EDM,T.HALL,A.HEMSKY,
1350,EDM,J.PETRY,D.PERRON,L.SMID
1351,EDM,B.GORDON,A.HEMSKY,
1352,EDM,L.GAZDIC,W.ACTON,
1353,EDM,B.GORDON,J.SCHULTZ,A.HEMSKY
1354,EDM,A.HEMSKY,T.HALL,R.SMYTH
1355,EDM,J.JOENSUU,J.EBERLE,M.ARCOBELLO
