team,scorer,assist1,assist2
VAN,R.KESLER,J.HANSEN,A.EDLER
VAN,D.SEDIN,H.SEDIN,S.BERNIER
VAN,P.DEMITRA,A.BURROWS,M.OHLUND
VAN,H.SEDIN,D.SEDIN,R.KESLER
VAN,S.BERNIER,H.SEDIN,D.SEDIN
VAN,A.BURROWS,R.KESLER,
VAN,A.BURROWS,R.JOHNSON,
VAN,M.OHLUND,T.PYATT,D.SEDIN
VAN,R.RYPIEN,M.OHLUND,
VAN,R.RYPIEN,M.PETTINGER,S.BERNIER
VAN,K.BIEKSA,D.SEDIN,H.SEDIN
VAN,D.SEDIN,H.SEDIN,K.BIEKSA
VAN,R.KESLER,M.RAYMOND,J.HANSEN
VAN,D.SEDIN,H.SEDIN,
VAN,D.SEDIN,H.SEDIN,C.EHRHOFF
VAN,K.BIEKSA,A.EDLER,A.BURROWS
VAN,P.DEMITRA,H.SEDIN,D.SEDIN
VAN,A.ALBERTS,M.RAYMOND,
VAN,D.SEDIN,S.SALO,A.BURROWS
VAN,M.RAYMOND,A.EDLER,S.SALO
VAN,D.SEDIN,H.SEDIN,A.EDLER
VAN,R.KESLER,A.BURROWS,S.SALO
VAN,K.WELLWOOD,K.BIEKSA,P.DEMITRA
VAN,A.EDLER,,
VAN,S.SALO,H.SEDIN,D.SEDIN
VAN,M.GRABNER,R.KESLER,
VAN,M.GRABNER,R.KESLER,P.DEMITRA
VAN,M.GRABNER,C.EHRHOFF,R.KESLER
VAN,J.HANSEN,C.EHRHOFF,D.SEDIN
VAN,K.WELLWOOD,P.DEMITRA,A.EDLER
VAN,R.KESLER,H.SEDIN,A.EDLER
VAN,K.WELLWOOD,M.GRABNER,P.DEMITRA
VAN,A.BURROWS,K.BIEKSA,H.SEDIN
VAN,M.RAYMOND,R.KESLER,M.GRABNER
VAN,H.SEDIN,,
VAN,D.SEDIN,H.SEDIN,A.BURROWS
VAN,A.BURROWS,H.SEDIN,
VAN,D.SEDIN,A.BURROWS,H.SEDIN
VAN,C.EHRHOFF,H.SEDIN,D.SEDIN
VAN,D.SEDIN,H.SEDIN,
VAN,A.BURROWS,H.SEDIN,D.SEDIN
VAN,R.KESLER,A.EDLER,J.HANSEN
VAN,M.RAYMOND,M.GRABNER,R.KESLER
VAN,D.SEDIN,H.SEDIN,A.EDLER
VAN,K.WELLWOOD,C.EHRHOFF,S.OBRIEN
VAN,S.OBRIEN,M.RAYMOND,K.WELLWOOD
VAN,D.SEDIN,K.BIEKSA,H.SEDIN
VAN,A.EDLER,C.EHRHOFF,R.KESLER
VAN,R.KESLER,A.EDLER,P.DEMITRA
VAN,R.JOHNSON,R.RYPIEN,S.OBRIEN
VAN,K.WELLWOOD,C.EHRHOFF,M.RAYMOND
VAN,A.BURROWS,D.SEDIN,H.SEDIN
VAN,D.SEDIN,H.SEDIN,A.EDLER
VAN,R.KESLER,A.BURROWS,
VAN,H.SEDIN,D.SEDIN,M.SAMUELSSON
VAN,M.SAMUELSSON,P.DEMITRA,S.SALO
VAN,A.BURROWS,R.KESLER,
VAN,M.SAMUELSSON,D.SEDIN,
VAN,D.SEDIN,H.SEDIN,
VAN,S.SALO,A.EDLER,M.SAMUELSSON
VAN,H.SEDIN,M.SAMUELSSON,D.SEDIN
VAN,M.SAMUELSSON,H.SEDIN,
VAN,C.EHRHOFF,P.DEMITRA,R.KESLER
VAN,M.SAMUELSSON,D.SEDIN,H.SEDIN
VAN,M.SAMUELSSON,C.EHRHOFF,H.SEDIN
VAN,M.SAMUELSSON,D.SEDIN,H.SEDIN
VAN,A.BURROWS,C.EHRHOFF,R.KESLER
VAN,J.HANSEN,T.GLASS,A.ROME
VAN,D.SEDIN,M.SAMUELSSON,R.KESLER
VAN,A.EDLER,R.KESLER,P.DEMITRA
VAN,M.SAMUELSSON,H.SEDIN,
VAN,J.HANSEN,K.WELLWOOD,M.RAYMOND
VAN,H.SEDIN,D.SEDIN,C.EHRHOFF
VAN,R.KESLER,P.DEMITRA,
VAN,A.BURROWS,D.SEDIN,A.EDLER
VAN,M.SAMUELSSON,A.ALBERTS,
VAN,R.KESLER,M.RAYMOND,A.ROME
VAN,A.BURROWS,D.SEDIN,H.SEDIN
VAN,K.WELLWOOD,A.ROME,
VAN,S.SALO,P.DEMITRA,H.SEDIN
VAN,M.SAMUELSSON,D.SEDIN,H.SEDIN
VAN,R.KESLER,D.SEDIN,C.EHRHOFF
VAN,A.BURROWS,K.WELLWOOD,N.BAUMGARTNER
VAN,P.DEMITRA,S.SALO,D.SEDIN
VAN,K.WELLWOOD,M.RAYMOND,
VAN,C.EHRHOFF,R.KESLER,A.BURROWS
VAN,M.RAYMOND,C.EHRHOFF,D.SEDIN
VAN,M.SAMUELSSON,R.KESLER,C.EHRHOFF
VAN,N.BAUMGARTNER,A.BURROWS,D.SEDIN
